Team, Trial, Modality, Chart Type, Task Type, Task Number, Trial Time, Event Type, Participant, Action, Action Target, Action Intent, Utterance Purpose, Deictic Pronouns, Spatial Deictic
5,16,Desktop,ScatterPlot,Open,T3,0:02,Look,2,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:12,Look,1,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:16,Look,2,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:16,Look,1,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:25,Look,1,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:26,Look,2,,,,,,
5,16,Desktop,ScatterPlot,Open,T3,1:28,Look,1,,,,,,
5,17,Desktop,BarChart,Closed,T6,1:16,Look,2,,,,,,
5,18,Desktop,Network,Closed,T10,0:00,Look,1,,,,,,
5,18,Desktop,Network,Closed,T10,0:07,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,0:12,Look,2,,,,,,
5,21,Desktop,Network,Open,T12,0:13,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,0:19,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,0:24,Look,2,,,,,,
5,21,Desktop,Network,Open,T12,0:24,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,0:26,Look,2,,,,,,
5,21,Desktop,Network,Open,T12,0:28,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,0:48,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,1:26,Look,1,,,,,,
5,21,Desktop,Network,Open,T12,1:26,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,0:04,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,0:09,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,0:09,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,0:22,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,0:25,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,0:25,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,0:26,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,0:26,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,0:48,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,1:12,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,1:16,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,1:35,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,1:39,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,1:41,Look,2,,,,,,
5,22,Desktop,Network,Closed,T9,1:41,Look,1,,,,,,
5,22,Desktop,Network,Closed,T9,1:46,Look,2,,,,,,
5,23,Desktop,ScatterPlot,Open,T4,0:51,Look,1,,,,,,
5,1,Hololens,BarChart,Open,T7,0:30,Look,2,,,,,,
5,1,Hololens,BarChart,Open,T7,0:32,Look,1,,,,,,
5,1,Hololens,BarChart,Open,T7,1:11,Look,1,,,,,,
5,1,Hololens,BarChart,Open,T7,1:33,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:11,Look,1,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:19,Look,1,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:34,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:43,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:43,Look,1,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:48,Look,1,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:49,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:51,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,0:59,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:07,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:19,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:22,Look,1,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:28,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:31,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:38,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:42,Look,2,,,,,,
5,2,Hololens,ScatterPlot,Open,T3,1:47,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,0:10,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,0:11,Look,1,,,,,,
5,3,Hololens,Network,Closed,T10,0:24,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,0:30,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,0:46,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,1:11,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,1:31,Look,1,,,,,,
5,3,Hololens,Network,Closed,T10,1:39,Look,2,,,,,,
5,3,Hololens,Network,Closed,T10,1:43,Look,1,,,,,,
5,3,Hololens,Network,Closed,T10,1:54,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,0:11,Look,1,,,,,,
5,4,Hololens,BarChart,Open,T8,0:43,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,0:52,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,0:55,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,0:56,Look,1,,,,,,
5,4,Hololens,BarChart,Open,T8,1:00,Look,1,,,,,,
5,4,Hololens,BarChart,Open,T8,1:01,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,1:09,Look,1,,,,,,
5,4,Hololens,BarChart,Open,T8,1:11,Look,2,,,,,,
5,4,Hololens,BarChart,Open,T8,1:13,Look,1,,,,,,
5,4,Hololens,BarChart,Open,T8,1:14,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:00,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,0:10,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:12,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,0:14,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:18,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,0:19,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:21,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:23,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:30,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:37,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,0:39,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,0:52,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,1:08,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,1:10,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,1:18,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,1:24,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,1:28,Look,2,,,,,,
5,5,Hololens,Network,Open,T12,1:29,Look,1,,,,,,
5,5,Hololens,Network,Open,T12,1:49,Look,2,,,,,,
5,7,Hololens,ScatterPlot,Closed,T1,0:26,Look,1,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:05,Look,2,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:29,Look,2,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:30,Look,1,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:39,Look,2,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:43,Look,1,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:47,Look,1,,,,,,
5,8,Hololens,ScatterPlot,Open,T4,0:53,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:02,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:06,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:16,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:21,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:29,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:36,Look,1,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:44,Look,1,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:53,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:55,Look,2,,,,,,
5,9,Hololens,BarChart,Closed,T6,0:59,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,0:10,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,0:11,Look,2,,,,,,
5,10,Hololens,Network,Closed,T9,0:11,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,1:22,Look,2,,,,,,
5,10,Hololens,Network,Closed,T9,1:22,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,1:26,Look,2,,,,,,
5,10,Hololens,Network,Closed,T9,1:28,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,1:36,Look,2,,,,,,
5,10,Hololens,Network,Closed,T9,1:40,Look,1,,,,,,
5,10,Hololens,Network,Closed,T9,1:43,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,0:29,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,0:31,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,0:40,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,0:46,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,0:51,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:00,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:04,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:15,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:16,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:21,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:31,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:31,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:33,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:37,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:38,Look,1,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:39,Look,2,,,,,,
5,11,Hololens,ScatterPlot,Closed,T2,1:39,Look,1,,,,,,
5,12,Hololens,Network,Open,T11,0:03,Look,1,,,,,,
5,12,Hololens,Network,Open,T11,0:19,Look,2,,,,,,
5,12,Hololens,Network,Open,T11,0:20,Look,1,,,,,,
5,12,Hololens,Network,Open,T11,0:33,Look,2,,,,,,
5,12,Hololens,Network,Open,T11,0:38,Look,2,,,,,,
5,12,Hololens,Network,Open,T11,0:40,Look,1,,,,,,
5,12,Hololens,Network,Open,T11,0:49,Look,2,,,,,,
5,12,Hololens,Network,Open,T11,0:52,Look,1,,,,,,
6,3,Desktop,Network,Open,T11,0:21,Look,1,,,,,,
6,3,Desktop,Network,Open,T11,0:22,Look,2,,,,,,
6,3,Desktop,Network,Open,T11,0:59,Look,1,,,,,,
6,7,Desktop,BarChart,Closed,T5,0:16,Look,1,,,,,,
6,8,Desktop,BarChart,Closed,T6,0:37,Look,1,,,,,,
6,8,Desktop,BarChart,Closed,T6,1:12,Look,2,,,,,,
6,8,Desktop,BarChart,Closed,T6,1:18,Look,2,,,,,,
6,9,Desktop,ScatterPlot,Open,T3,1:16,Look,1,,,,,,
6,9,Desktop,ScatterPlot,Open,T3,1:21,Look,1,,,,,,
6,9,Desktop,ScatterPlot,Open,T3,1:36,Look,1,,,,,,
6,9,Desktop,ScatterPlot,Open,T3,1:49,Look,1,,,,,,
6,10,Desktop,ScatterPlot,Open,T4,1:11,Look,2,,,,,,
6,10,Desktop,ScatterPlot,Open,T4,1:13,Look,2,,,,,,
6,10,Desktop,ScatterPlot,Open,T4,1:35,Look,2,,,,,,
6,11,Desktop,BarChart,Open,T8,0:47,Look,1,,,,,,
6,11,Desktop,BarChart,Open,T8,1:27,Look,2,,,,,,
6,11,Desktop,BarChart,Open,T8,1:34,Look,2,,,,,,
6,11,Desktop,BarChart,Open,T8,1:37,Look,1,,,,,,
6,11,Desktop,BarChart,Open,T8,1:39,Look,1,,,,,,
6,11,Desktop,BarChart,Open,T8,1:41,Look,1,,,,,,
6,11,Desktop,BarChart,Open,T8,1:43,Look,2,,,,,,
6,12,Desktop,Network,Open,T12,1:17,Look,1,,,,,,
6,13,Hololens,Network,Open,T12,0:03,Look,2,,,,,,
6,13,Hololens,Network,Open,T12,0:32,Look,2,,,,,,
6,13,Hololens,Network,Open,T12,0:34,Look,1,,,,,,
6,13,Hololens,Network,Open,T12,0:34,Look,2,,,,,,
6,13,Hololens,Network,Open,T12,0:49,Look,1,,,,,,
6,13,Hololens,Network,Open,T12,0:51,Look,1,,,,,,
6,13,Hololens,Network,Open,T12,0:51,Look,2,,,,,,
6,13,Hololens,Network,Open,T12,1:09,Look,2,,,,,,
6,13,Hololens,Network,Open,T12,1:10,Look,1,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,0:21,Look,2,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,0:35,Look,2,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,0:37,Look,2,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,0:57,Look,2,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,1:04,Look,1,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,1:13,Look,1,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,1:15,Look,2,,,,,,
6,14,Hololens,ScatterPlot,Open,T3,1:17,Look,2,,,,,,
6,15,Hololens,BarChart,Closed,T6,0:20,Look,2,,,,,,
6,15,Hololens,BarChart,Closed,T6,0:21,Look,1,,,,,,
6,15,Hololens,BarChart,Closed,T6,1:14,Look,2,,,,,,
6,15,Hololens,BarChart,Closed,T6,1:19,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:05,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:15,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:39,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:44,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:46,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:49,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:51,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:51,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:53,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,0:55,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:02,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:05,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:09,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:10,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:21,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:26,Look,2,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:34,Look,1,,,,,,
6,16,Hololens,ScatterPlot,Closed,T2,1:36,Look,1,,,,,,
6,17,Hololens,BarChart,Closed,T5,0:12,Look,1,,,,,,
6,17,Hololens,BarChart,Closed,T5,0:37,Look,2,,,,,,
6,17,Hololens,BarChart,Closed,T5,0:40,Look,2,,,,,,
6,17,Hololens,BarChart,Closed,T5,0:52,Look,1,,,,,,
6,17,Hololens,BarChart,Closed,T5,1:09,Look,2,,,,,,
6,17,Hololens,BarChart,Closed,T5,1:09,Look,1,,,,,,
6,17,Hololens,BarChart,Closed,T5,1:13,Look,1,,,,,,
6,17,Hololens,BarChart,Closed,T5,1:24,Look,2,,,,,,
6,17,Hololens,BarChart,Closed,T5,1:51,Look,1,,,,,,
6,18,Hololens,BarChart,Open,T8,0:31,Look,1,,,,,,
6,18,Hololens,BarChart,Open,T8,1:17,Look,2,,,,,,
6,18,Hololens,BarChart,Open,T8,1:20,Look,1,,,,,,
6,18,Hololens,BarChart,Open,T8,1:40,Look,2,,,,,,
6,19,Hololens,Network,Closed,T10,0:22,Look,2,,,,,,
6,19,Hololens,Network,Closed,T10,1:07,Look,2,,,,,,
6,19,Hololens,Network,Closed,T10,1:13,Look,2,,,,,,
6,20,Hololens,Network,Open,T11,0:20,Look,2,,,,,,
6,20,Hololens,Network,Open,T11,0:20,Look,1,,,,,,
6,20,Hololens,Network,Open,T11,0:27,Look,2,,,,,,
6,20,Hololens,Network,Open,T11,1:16,Look,2,,,,,,
6,20,Hololens,Network,Open,T11,1:46,Look,2,,,,,,
6,21,Hololens,BarChart,Open,T7,0:29,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,0:34,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,0:42,Look,2,,,,,,
6,21,Hololens,BarChart,Open,T7,0:42,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,1:18,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,1:42,Look,2,,,,,,
6,21,Hololens,BarChart,Open,T7,1:48,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,1:52,Look,1,,,,,,
6,21,Hololens,BarChart,Open,T7,1:52,Look,2,,,,,,
6,22,Hololens,Network,Closed,T9,1:21,Look,2,,,,,,
6,22,Hololens,Network,Closed,T9,1:32,Look,2,,,,,,
6,22,Hololens,Network,Closed,T9,1:42,Look,1,,,,,,
6,22,Hololens,Network,Closed,T9,1:46,Look,2,,,,,,
6,22,Hololens,Network,Closed,T9,1:48,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,0:28,Look,1,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,0:31,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,0:50,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:01,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:01,Look,1,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:33,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:35,Look,1,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:48,Look,2,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,1:48,Look,1,,,,,,
6,23,Hololens,ScatterPlot,Closed,T1,2:00,Look,2,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:32,Look,2,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:32,Look,1,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:42,Look,1,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:43,Look,2,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:45,Look,2,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:46,Look,1,,,,,,
6,24,Hololens,ScatterPlot,Open,T4,0:55,Look,2,,,,,,
7,1,Desktop,BarChart,Open,T8,0:32,Look,2,,,,,,
7,1,Desktop,BarChart,Open,T8,0:32,Look,1,,,,,,
7,1,Desktop,BarChart,Open,T8,0:52,Look,2,,,,,,
7,1,Desktop,BarChart,Open,T8,1:03,Look,2,,,,,,
7,1,Desktop,BarChart,Open,T8,1:42,Look,2,,,,,,
7,2,Desktop,ScatterPlot,Closed,T2,0:35,Look,1,,,,,,
7,2,Desktop,ScatterPlot,Closed,T2,0:36,Look,2,,,,,,
7,2,Desktop,ScatterPlot,Closed,T2,1:26,Look,2,,,,,,
7,9,Desktop,ScatterPlot,Open,T3,1:32,Look,2,,,,,,
7,9,Desktop,ScatterPlot,Open,T3,1:34,Look,2,,,,,,
7,9,Desktop,ScatterPlot,Open,T3,1:36,Look,2,,,,,,
7,9,Desktop,ScatterPlot,Open,T3,1:52,Look,2,,,,,,
7,10,Desktop,Network,Open,T12,1:19,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:06,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:22,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:26,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:29,Look,1,,,,,,
7,13,Hololens,BarChart,Open,T7,0:30,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:33,Look,2,,,,,,
7,13,Hololens,BarChart,Open,T7,0:44,Look,2,,,,,,
7,14,Hololens,Network,Open,T11,0:10,Look,1,,,,,,
7,14,Hololens,Network,Open,T11,0:11,Look,2,,,,,,
7,14,Hololens,Network,Open,T11,0:38,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:12,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:17,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:18,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:38,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:43,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,0:44,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:12,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:14,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:21,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:22,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:28,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:28,Look,1,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:31,Look,2,,,,,,
7,15,Hololens,BarChart,Closed,T5,1:31,Look,1,,,,,,
7,16,Hololens,Network,Closed,T10,0:21,Look,1,,,,,,
7,16,Hololens,Network,Closed,T10,0:22,Look,2,,,,,,
7,16,Hololens,Network,Closed,T10,0:50,Look,2,,,,,,
7,16,Hololens,Network,Closed,T10,0:57,Look,2,,,,,,
7,16,Hololens,Network,Closed,T10,1:14,Look,2,,,,,,
7,17,Hololens,Network,Closed,T9,0:34,Look,1,,,,,,
7,17,Hololens,Network,Closed,T9,0:34,Look,2,,,,,,
7,17,Hololens,Network,Closed,T9,0:39,Look,2,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:04,Look,2,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:08,Look,2,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:18,Look,2,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:20,Look,1,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:23,Look,2,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,0:56,Look,1,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,1:02,Look,1,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,1:11,Look,1,,,,,,
7,18,Hololens,ScatterPlot,Open,T3,1:32,Look,1,,,,,,
7,19,Hololens,ScatterPlot,Closed,T1,0:28,Look,2,,,,,,
7,19,Hololens,ScatterPlot,Closed,T1,0:31,Look,1,,,,,,
7,19,Hololens,ScatterPlot,Closed,T1,0:35,Look,2,,,,,,
7,20,Hololens,BarChart,Closed,T6,0:15,Look,1,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,0:22,Look,1,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,0:31,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,0:39,Look,1,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,0:43,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:06,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:10,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:18,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:21,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:26,Look,1,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:35,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:39,Look,1,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:39,Look,2,,,,,,
7,21,Hololens,ScatterPlot,Open,T4,1:40,Look,2,,,,,,
8,14,Desktop,ScatterPlot,Closed,T1,1:52,Look,1,,,,,,
8,16,Desktop,BarChart,Open,T7,1:29,Look,1,,,,,,
8,20,Desktop,BarChart,Open,T8,0:22,Look,1,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,0:06,Look,2,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,0:25,Look,1,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,0:35,Look,2,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,1:35,Look,1,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,1:36,Look,2,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,1:38,Look,2,,,,,,
8,1,Hololens,ScatterPlot,Closed,T1,1:57,Look,2,,,,,,
8,2,Hololens,ScatterPlot,Closed,T2,0:43,Look,1,,,,,,
8,2,Hololens,ScatterPlot,Closed,T2,0:44,Look,2,,,,,,
8,3,Hololens,BarChart,Closed,T6,0:21,Look,1,,,,,,
8,3,Hololens,BarChart,Closed,T6,0:49,Look,1,,,,,,
8,4,Hololens,Network,Open,T11,1:12,Look,1,,,,,,
8,4,Hololens,Network,Open,T11,1:14,Look,2,,,,,,
8,4,Hololens,Network,Open,T11,1:41,Look,2,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,0:31,Look,1,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,0:51,Look,1,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,1:17,Look,2,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,1:18,Look,1,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,1:43,Look,2,,,,,,
8,5,Hololens,ScatterPlot,Open,T4,1:46,Look,1,,,,,,
8,7,Hololens,Network,Closed,T9,1:18,Look,2,,,,,,
8,8,Hololens,Network,Open,T12,0:53,Look,2,,,,,,
8,8,Hololens,Network,Open,T12,0:54,Look,2,,,,,,
8,8,Hololens,Network,Open,T12,1:15,Look,1,,,,,,
8,8,Hololens,Network,Open,T12,1:34,Look,2,,,,,,
8,9,Hololens,Network,Closed,T10,0:08,Look,1,,,,,,
8,9,Hololens,Network,Closed,T10,0:11,Look,2,,,,,,
8,9,Hololens,Network,Closed,T10,0:29,Look,1,,,,,,
8,9,Hololens,Network,Closed,T10,0:32,Look,2,,,,,,
8,9,Hololens,Network,Closed,T10,0:37,Look,1,,,,,,
8,9,Hololens,Network,Closed,T10,0:52,Look,1,,,,,,
8,9,Hololens,Network,Closed,T10,0:57,Look,1,,,,,,
8,10,Hololens,BarChart,Open,T7,1:21,Look,1,,,,,,
8,10,Hololens,BarChart,Open,T7,1:59,Look,1,,,,,,
8,11,Hololens,BarChart,Closed,T5,0:16,Look,2,,,,,,
8,11,Hololens,BarChart,Closed,T5,0:52,Look,1,,,,,,
8,11,Hololens,BarChart,Closed,T5,0:57,Look,1,,,,,,
8,11,Hololens,BarChart,Closed,T5,0:58,Look,1,,,,,,
8,11,Hololens,BarChart,Closed,T5,1:12,Look,1,,,,,,
8,11,Hololens,BarChart,Closed,T5,1:46,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,0:16,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,0:17,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,0:19,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,1:04,Look,2,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,1:07,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,1:16,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,1:27,Look,1,,,,,,
8,12,Hololens,ScatterPlot,Open,T3,1:41,Look,2,,,,,,
